lv1_code,product_class_name,name,status,attribute.saya_product_status.string,brand,attribute.country_of_origin.string,attribute.co_online.boolean,attribute.us_online.boolean,attribute.cup_size.single_option,attribute.delivery_returns.text,attribute.deliveryreturns.html,attribute.description.html,attribute.dw_size_code.single_option,attribute.fabric_care.text,attribute.online_description.html,attribute.online_name.string,attribute.page_description.text,attribute.page_keywords.string,attribute.url.string,attribute.short_description.html,attribute.size_fit.text,attribute.tax_class.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_group.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_season.single_option,group_member_code
3049SFA02-HERITAGE SUBLIME,Sets,HERITAGE DEVOTION-HERITAGE SUBLIME,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>HERITAGE DEVOTION-HERITAGE SUBLIME</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>4 ways top (wear it to back and front)<br/>Removable Soft Pads<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",HERITAGE DEVOTION-HERITAGE SUBLIME,"TOP:
Reversible
4 ways top (wear it to back and front)
Removable Soft Pads
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Low Rise 
Cheeky coverage 
Made in Colombia
",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>HERITAGE DEVOTION-HERITAGE SUBLIME</h4>,WOMEN,2018,3049sfa02|heritage_sublime
3051SSE01-HERITAGE RENDEZVOUS,Sets,HERITAGE GOSSIP-HERITAGE RENDEZVOUS,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>HERITAGE GOSSIP-HERITAGE RENDEZVOUS</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>Sliding triangle top<br/>Removable soft pads<br/>Adjustable at back<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Seamless<br/>Low rise<br/>Adjustable at sides<br/>Medium coverage<br/>Made in Colombia</p>",HERITAGE GOSSIP-HERITAGE RENDEZVOUS,"TOP:
Reversible
Sliding triangle top
Removable soft pads
Adjustable at back
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Seamless
Low rise
Adjustable at sides
Full coverage
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>HERITAGE GOSSIP-HERITAGE RENDEZVOUS</h4>,WOMEN,2018,3051sse01|heritage_rendezvous
2121SHN01-ANDES FOLIAGE,Sets,ANDES FOLIAGE-ANDES FOLIAGE,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>ANDES FOLIAGE-ANDES FOLIAGE</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>High neck top<br/>Removable soft pads<br/>Adjustable criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",ANDES FOLIAGE-ANDES FOLIAGE,"TOP:
Reversible
High neck top
Removable soft pads
Adjustable criss cross back
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Low Rise 
Full coverage 
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>ANDES FOLIAGE-ANDES FOLIAGE</h4>,WOMEN,2018,2121shn01|andes_foliage
2033SUN01-SEASHELLS NIGHTS,Sets,SEASHELLS NIGHTS-SEASHELLS NIGHTS,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>SEASHELLS NIGHTS-SEASHELLS NIGHTS</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Underwire top<br/>With molded cups<br/>Adjustable at shoulders and back<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Seamless<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",SEASHELLS NIGHTS-SEASHELLS NIGHTS,"TOP:
Underwire top
With molded cups
Adjustable at shoulders and back
Full coverage at front
Made in Colombia 

BOTTOM: 
Reversible
Seamless
Low rise
Full coverage
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>SEASHELLS NIGHTS-SEASHELLS NIGHTS</h4>,WOMEN,2018,2033sun01|seashells_nights
1929SFA02-FESTIVE COQUETTE,Sets,FESTIVE COQUETTE-FESTIVE COQUETTE,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>FESTIVE COQUETTE-FESTIVE COQUETTE</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Ruffled off-shoulder bikini top<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",FESTIVE COQUETTE-FESTIVE COQUETTE,"TOP:
Ruffled off-shoulder bikini top
Removable soft pads
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Low Rise 
Cheeky coverage 
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>FESTIVE COQUETTE-FESTIVE COQUETTE</h4>,WOMEN,2018,1929sfa02|festive_coquette
2125SSP01-GORGONA FOREST,Sets,GORGONA FOREST-GORGONA FOREST,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>GORGONA FOREST-GORGONA FOREST</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>Bralette top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",GORGONA FOREST-GORGONA FOREST,"TOP:
Reversible
Bralette top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Low rise
Moderate coverage",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>GORGONA FOREST-GORGONA FOREST</h4>,WOMEN,2018,2125ssp01|gorgona_forest
2113SFT02-PALOMINO SKY,Sets,PALOMINO SKY-PALOMINO SKY,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>PALOMINO SKY-PALOMINO SKY</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>Fixed Triangle top<br/>Ruffles detail<br/>Removable soft pads<br/>Back clip closure<br/>Demi coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",PALOMINO SKY-PALOMINO SKY,"TOP:
Reversible
Fixed Triangle top
Ruffles detail
Removable soft pads
Back Clip Closure
Demi coverage at front
Made in Colombia

BOTTOM: 
Reversible
Low rise
Moderate coverage
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>PALOMINO SKY-PALOMINO SKY</h4>,WOMEN,2018,2113sft02|palomino_sky
2127SFH01-COCONUT VALLEY,Sets,COCONUT VALLEY-COCONUT VALLEY,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>COCONUT VALLEY-COCONUT VALLEY</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>Fixed Halter top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Seamless<br/>Low rise<br/>Coverage depends on the cut of the bottom<br/>Made in Colombia</p>",COCONUT VALLEY-COCONUT VALLEY,"TOP:
Reversible
Fixed Halter top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia

BOTTOM: 
Reversible
Seamless
Low rise 
Full coverage
Made in Colombia",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>COCONUT VALLEY-COCONUT VALLEY</h4>,WOMEN,2018,2127sfh01|coconut_valley
2129SBA01-AMAZON RIVER,Sets,AMAZON RIVER-AMAZON RIVER,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>AMAZON RIVER-AMAZON RIVER</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>","<h3>TOP</h3>
<br/>Reversible<br/>4 Ways top (wear it to back and front)<br/>Bandeau top<br/>Removable shoulder straps<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Reversible<br/>Low rise<br/>Less coverage<br/>Made in Colombia</p>",AMAZON RIVER-AMAZON RIVER,"TOP:
Reversible
4 Ways top (wear it to back and front)
Bandeau top

BOTTOM: ",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>AMAZON RIVER-AMAZON RIVER</h4>,WOMEN,2018,2129sba01|amazon_river
2128SFA01-CUTIE ARMADILLO,Sets,DENIM COLOMBIA-CUTIE ARMADILLO,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>DENIM COLOMBIA-CUTIE ARMADILLO</h4>,,"<h3>TOP</h3>
<br/>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>
<br/>
<h3>BOTTOM</h3>
<br/>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>


","<h3>TOP</h3>
<br/>Reversible<br/>4 Ways top (wear it to back and front)<br/>Wrapable top<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>
<br/>
<h3>BOTTOM</h3>
<br/>Short skirt<br/>Smocked waistband<br/>Side pockets</p>",DENIM COLOMBIA-CUTIE ARMADILLO,"TOP:
Reversible
4 Ways top (wear it to back and front)
Wrapable top
Removable soft pads
Full coverage at front
Made in Colombia

BOTTOM: 
Short skirt
Smocked waistband
Side pockets",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>DENIM COLOMBIA-CUTIE ARMADILLO</h4>,WOMEN,2018,2128sfa01|1469cks01
1467CCT01-ELEPHANT SEAL,Sets,COOKIECUTTER SHARK-ELEPHANT SEAL,active,active,Maaji,Colombia,1,1,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>COOKIECUTTER SHARK-ELEPHANT SEAL</h4>,,"<h3>TOP</h3>
<br/>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>
<br/>
<h3>BOTTOM</h3>
<br/>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>


","<h3>TOP</h3>
<br/>Crop top<br/>Back lace-up tie clousure<br/>2 ways</p>
<br/>
<h3>BOTTOM</h3>
<br/>Palazzo pants<br/>Side pockets<br/>Smocked waistband at back</p>",COOKIECUTTER SHARK-ELEPHANT SEAL,"TOP:
Crop top
Back lace-up tie clousure
2 ways

BOTTOM: 
Palazzo pants
Side pockets
Smocked waistband at back",,,,Our model wears an Colombian size S,,SPRING 2018,COLOMBIA,,<h4>COOKIECUTTER SHARK-ELEPHANT SEAL</h4>,WOMEN,2018,1467cct01|1468cpa01
