lv1_code,,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
3045SFT04_pink_xl,3045SFT04,Size,3045SFT04_pink_xl,active,Maaji,EXTRA LARGE,7702781031961,EXTRA LARGE,115000,COP Price
3048SUN04_blue_sm,3048SUN04,Size,3048SUN04_blue_sm,active,Maaji,SMALL,7702781040024,SMALL,100000,COP Price
3048SUN04_blue_md,3048SUN04,Size,3048SUN04_blue_md,active,Maaji,MEDIUM,7702781040031,MEDIUM,100000,COP Price
3048SUN04_blue_lg,3048SUN04,Size,3048SUN04_blue_lg,active,Maaji,LARGE,7702781040048,LARGE,100000,COP Price
3048SUN04_blue_xl,3048SUN04,Size,3048SUN04_blue_xl,active,Maaji,EXTRA LARGE,7702781040055,EXTRA LARGE,100000,COP Price
3053SFA05_blue_sm,3053SFA05,Size,3053SFA05_blue_sm,active,Maaji,SMALL,7702781040420,SMALL,135000,COP Price
3053SFA05_blue_md,3053SFA05,Size,3053SFA05_blue_md,active,Maaji,MEDIUM,7702781040437,MEDIUM,135000,COP Price
3053SFA05_blue_lg,3053SFA05,Size,3053SFA05_blue_lg,active,Maaji,LARGE,7702781040444,LARGE,135000,COP Price
3053SFA05_blue_xl,3053SFA05,Size,3053SFA05_blue_xl,active,Maaji,EXTRA LARGE,7702781040451,EXTRA LARGE,135000,COP Price
3054SFA03_blue_sm,3054SFA03,Size,3054SFA03_blue_sm,active,Maaji,SMALL,7702781037642,SMALL,135000,COP Price
3054SFA03_blue_md,3054SFA03,Size,3054SFA03_blue_md,active,Maaji,MEDIUM,7702781037659,MEDIUM,135000,COP Price
3054SFA03_blue_lg,3054SFA03,Size,3054SFA03_blue_lg,active,Maaji,LARGE,7702781037666,LARGE,135000,COP Price
3054SFA03_blue_xl,3054SFA03,Size,3054SFA03_blue_xl,active,Maaji,EXTRA LARGE,7702781037673,EXTRA LARGE,135000,COP Price
3063SBR01_white_sm,3063SBR01,Size,3063SBR01_white_sm,active,Maaji,SMALL,7702781036744,SMALL,115000,COP Price
3063SBR01_white_md,3063SBR01,Size,3063SBR01_white_md,active,Maaji,MEDIUM,7702781036751,MEDIUM,115000,COP Price
3063SBR01_white_lg,3063SBR01,Size,3063SBR01_white_lg,active,Maaji,LARGE,7702781036768,LARGE,115000,COP Price
3063SBR01_white_xl,3063SBR01,Size,3063SBR01_white_xl,active,Maaji,EXTRA LARGE,7702781036775,EXTRA LARGE,115000,COP Price
3063SBR02_orange_sm,3063SBR02,Size,3063SBR02_orange_sm,active,Maaji,SMALL,7702781036591,SMALL,115000,COP Price
3063SBR02_orange_md,3063SBR02,Size,3063SBR02_orange_md,active,Maaji,MEDIUM,7702781036607,MEDIUM,115000,COP Price
3063SBR02_orange_lg,3063SBR02,Size,3063SBR02_orange_lg,active,Maaji,LARGE,7702781036614,LARGE,115000,COP Price
3066SUN01_black_sm,3066SUN01,Size,3066SUN01_black_sm,active,Maaji,SMALL,7702781038670,SMALL,100000,COP Price
3066SUN01_black_md,3066SUN01,Size,3066SUN01_black_md,active,Maaji,MEDIUM,7702781038687,MEDIUM,100000,COP Price
3066SUN01_black_lg,3066SUN01,Size,3066SUN01_black_lg,active,Maaji,LARGE,7702781038694,LARGE,100000,COP Price
3066SUN01_black_xl,3066SUN01,Size,3066SUN01_black_xl,active,Maaji,EXTRA LARGE,7702781038700,EXTRA LARGE,100000,COP Price
3068SSP01_black_sm,3068SSP01,Size,3068SSP01_black_sm,active,Maaji,SMALL,7702781031220,SMALL,125000,COP Price
3068SSP01_black_md,3068SSP01,Size,3068SSP01_black_md,active,Maaji,MEDIUM,7702781031237,MEDIUM,125000,COP Price
3068SSP01_black_lg,3068SSP01,Size,3068SSP01_black_lg,active,Maaji,LARGE,7702781031244,LARGE,125000,COP Price
3068SSP01_black_xl,3068SSP01,Size,3068SSP01_black_xl,active,Maaji,EXTRA LARGE,7702781031251,EXTRA LARGE,125000,COP Price
3068SSP02_orange_sm,3068SSP02,Size,3068SSP02_orange_sm,active,Maaji,SMALL,7702781031633,SMALL,125000,COP Price
3068SSP02_orange_md,3068SSP02,Size,3068SSP02_orange_md,active,Maaji,MEDIUM,7702781031640,MEDIUM,125000,COP Price
3068SSP02_orange_lg,3068SSP02,Size,3068SSP02_orange_lg,active,Maaji,LARGE,7702781031657,LARGE,125000,COP Price
3068SSP02_orange_xl,3068SSP02,Size,3068SSP02_orange_xl,active,Maaji,EXTRA LARGE,7702781031664,EXTRA LARGE,125000,COP Price
3069SSE01_orange_sm,3069SSE01,Size,3069SSE01_orange_sm,active,Maaji,SMALL,7702781031633,SMALL,115000,COP Price
3069SSE01_orange_md,3069SSE01,Size,3069SSE01_orange_md,active,Maaji,MEDIUM,7702781031640,MEDIUM,115000,COP Price
3069SSE01_orange_lg,3069SSE01,Size,3069SSE01_orange_lg,active,Maaji,LARGE,7702781031657,LARGE,115000,COP Price
3069SSE01_orange_xl,3069SSE01,Size,3069SSE01_orange_xl,active,Maaji,EXTRA LARGE,7702781031664,EXTRA LARGE,115000,COP Price
3070SBR01_purple_sm,3070SBR01,Size,3070SBR01_purple_sm,active,Maaji,SMALL,7702781032913,SMALL,115000,COP Price
3070SBR01_purple_md,3070SBR01,Size,3070SBR01_purple_md,active,Maaji,MEDIUM,7702781032920,MEDIUM,115000,COP Price
3070SBR01_purple_lg,3070SBR01,Size,3070SBR01_purple_lg,active,Maaji,LARGE,7702781032937,LARGE,115000,COP Price
3070SBR01_purple_xl,3070SBR01,Size,3070SBR01_purple_xl,active,Maaji,EXTRA LARGE,7702781032944,EXTRA LARGE,115000,COP Price
1520SFH03_brown_sm,1520SFH03,Size,1520SFH03_brown_sm,active,Maaji,SMALL,7702781031329,SMALL,135000,COP Price
1520SFH03_brown_md,1520SFH03,Size,1520SFH03_brown_md,active,Maaji,MEDIUM,7702781031336,MEDIUM,135000,COP Price
1520SFH03_brown_lg,1520SFH03,Size,1520SFH03_brown_lg,active,Maaji,LARGE,7702781031343,LARGE,135000,COP Price
1520SFH03_brown_xl,1520SFH03,Size,1520SFH03_brown_xl,active,Maaji,EXTRA LARGE,7702781031350,EXTRA LARGE,135000,COP Price
1932SFT04_black_sm,1932SFT04,Size,1932SFT04_black_sm,active,Maaji,SMALL,7702781033972,SMALL,115000,COP Price
1932SFT04_black_md,1932SFT04,Size,1932SFT04_black_md,active,Maaji,MEDIUM,7702781033989,MEDIUM,115000,COP Price
1932SFT04_black_lg,1932SFT04,Size,1932SFT04_black_lg,active,Maaji,LARGE,7702781033996,LARGE,115000,COP Price
1932SFT04_black_xl,1932SFT04,Size,1932SFT04_black_xl,active,Maaji,EXTRA LARGE,7702781034009,EXTRA LARGE,115000,COP Price
1932SFT05_orange_sm,1932SFT05,Size,1932SFT05_orange_sm,active,Maaji,SMALL,7702781033774,SMALL,115000,COP Price
1932SFT05_orange_md,1932SFT05,Size,1932SFT05_orange_md,active,Maaji,MEDIUM,7702781033781,MEDIUM,115000,COP Price
1932SFT05_orange_lg,1932SFT05,Size,1932SFT05_orange_lg,active,Maaji,LARGE,7702781033798,LARGE,115000,COP Price
1932SFT05_orange_xl,1932SFT05,Size,1932SFT05_orange_xl,active,Maaji,EXTRA LARGE,7702781033804,EXTRA LARGE,115000,COP Price
2021SFA04_orange_sm,2021SFA04,Size,2021SFA04_orange_sm,active,Maaji,SMALL,7702781036348,SMALL,135000,COP Price
2021SFA04_orange_md,2021SFA04,Size,2021SFA04_orange_md,active,Maaji,MEDIUM,7702781036355,MEDIUM,135000,COP Price
2021SFA04_orange_lg,2021SFA04,Size,2021SFA04_orange_lg,active,Maaji,LARGE,7702781036362,LARGE,135000,COP Price
2033SUN04_black_sm,2033SUN04,Size,2033SUN04_black_sm,active,Maaji,SMALL,7702781040673,SMALL,100000,COP Price
2033SUN04_black_md,2033SUN04,Size,2033SUN04_black_md,active,Maaji,MEDIUM,7702781040680,MEDIUM,100000,COP Price
2033SUN04_black_lg,2033SUN04,Size,2033SUN04_black_lg,active,Maaji,LARGE,7702781040697,LARGE,100000,COP Price
2047SHN03_red_sm,2047SHN03,Size,2047SHN03_red_sm,active,Maaji,SMALL,7702781033064,SMALL,125000,COP Price
2047SHN03_red_md,2047SHN03,Size,2047SHN03_red_md,active,Maaji,MEDIUM,7702781033071,MEDIUM,125000,COP Price
2047SHN03_red_lg,2047SHN03,Size,2047SHN03_red_lg,active,Maaji,LARGE,7702781033088,LARGE,125000,COP Price
2047SHN03_red_xl,2047SHN03,Size,2047SHN03_red_xl,active,Maaji,EXTRA LARGE,7702781033095,EXTRA LARGE,125000,COP Price
2050SSE01_black_sm,2050SSE01,Size,2050SSE01_black_sm,active,Maaji,SMALL,7702781034023,SMALL,115000,COP Price
2050SSE01_black_md,2050SSE01,Size,2050SSE01_black_md,active,Maaji,MEDIUM,7702781034030,MEDIUM,115000,COP Price
2050SSE01_black_lg,2050SSE01,Size,2050SSE01_black_lg,active,Maaji,LARGE,7702781034047,LARGE,115000,COP Price
2050SSE01_black_xl,2050SSE01,Size,2050SSE01_black_xl,active,Maaji,EXTRA LARGE,7702781034054,EXTRA LARGE,115000,COP Price
2112SFA02_blue_sm,2112SFA02,Size,2112SFA02_blue_sm,active,Maaji,SMALL,7702781037543,SMALL,135000,COP Price
2112SFA02_blue_md,2112SFA02,Size,2112SFA02_blue_md,active,Maaji,MEDIUM,7702781037550,MEDIUM,135000,COP Price
2112SFA02_blue_lg,2112SFA02,Size,2112SFA02_blue_lg,active,Maaji,LARGE,7702781037567,LARGE,135000,COP Price
2112SFA02_blue_xl,2112SFA02,Size,2112SFA02_blue_xl,active,Maaji,EXTRA LARGE,7702781037574,EXTRA LARGE,135000,COP Price
2131SUN02_red_sm,2131SUN02,Size,2131SUN02_red_sm,active,Maaji,SMALL,7702781039479,SMALL,100000,COP Price
2131SUN02_red_md,2131SUN02,Size,2131SUN02_red_md,active,Maaji,MEDIUM,7702781039486,MEDIUM,100000,COP Price
2131SUN02_red_lg,2131SUN02,Size,2131SUN02_red_lg,active,Maaji,LARGE,7702781039493,LARGE,100000,COP Price
2131SUN02_red_xl,2131SUN02,Size,2131SUN02_red_xl,active,Maaji,EXTRA LARGE,7702781039509,EXTRA LARGE,100000,COP Price
2131SUN03_orange_sm,2131SUN03,Size,2131SUN03_orange_sm,active,Maaji,SMALL,7702781039424,SMALL,100000,COP Price
2131SUN03_orange_md,2131SUN03,Size,2131SUN03_orange_md,active,Maaji,MEDIUM,7702781039431,MEDIUM,100000,COP Price
2131SUN03_orange_lg,2131SUN03,Size,2131SUN03_orange_lg,active,Maaji,LARGE,7702781039448,LARGE,100000,COP Price
2131SUN03_orange_xl,2131SUN03,Size,2131SUN03_orange_xl,active,Maaji,EXTRA LARGE,7702781039455,EXTRA LARGE,100000,COP Price
2135SSF03_red_sm,2135SSF03,Size,2135SSF03_red_sm,active,Maaji,SMALL,7702781035495,SMALL,125000,COP Price
2135SSF03_red_md,2135SSF03,Size,2135SSF03_red_md,active,Maaji,MEDIUM,7702781035501,MEDIUM,125000,COP Price
2135SSF03_red_lg,2135SSF03,Size,2135SSF03_red_lg,active,Maaji,LARGE,7702781035518,LARGE,125000,COP Price
2135SSF03_red_xl,2135SSF03,Size,2135SSF03_red_xl,active,Maaji,EXTRA LARGE,7702781035525,EXTRA LARGE,125000,COP Price
2153SUN02_pink_sm,2153SUN02,Size,2153SUN02_pink_sm,active,Maaji,SMALL,7702781038144,SMALL,100000,COP Price
2153SUN02_pink_md,2153SUN02,Size,2153SUN02_pink_md,active,Maaji,MEDIUM,7702781038151,MEDIUM,100000,COP Price
2153SUN02_pink_lg,2153SUN02,Size,2153SUN02_pink_lg,active,Maaji,LARGE,7702781038168,LARGE,100000,COP Price
2153SUN02_pink_xl,2153SUN02,Size,2153SUN02_pink_xl,active,Maaji,EXTRA LARGE,7702781038175,EXTRA LARGE,100000,COP Price
2161SFA02_blue_sm,2161SFA02,Size,2161SFA02_blue_sm,active,Maaji,SMALL,7702781033392,SMALL,135000,COP Price
2161SFA02_blue_md,2161SFA02,Size,2161SFA02_blue_md,active,Maaji,MEDIUM,7702781033408,MEDIUM,135000,COP Price
2161SFA02_blue_lg,2161SFA02,Size,2161SFA02_blue_lg,active,Maaji,LARGE,7702781033415,LARGE,135000,COP Price
2161SFA02_blue_xl,2161SFA02,Size,2161SFA02_blue_xl,active,Maaji,EXTRA LARGE,7702781033422,EXTRA LARGE,135000,COP Price
2162SFA02_blue_sm,2162SFA02,Size,2162SFA02_blue_sm,active,Maaji,SMALL,7702781037390,SMALL,135000,COP Price
2162SFA02_blue_md,2162SFA02,Size,2162SFA02_blue_md,active,Maaji,MEDIUM,7702781037406,MEDIUM,135000,COP Price
2162SFA02_blue_lg,2162SFA02,Size,2162SFA02_blue_lg,active,Maaji,LARGE,7702781037413,LARGE,135000,COP Price
2162SFA02_blue_xl,2162SFA02,Size,2162SFA02_blue_xl,active,Maaji,EXTRA LARGE,7702781037420,EXTRA LARGE,135000,COP Price
2164SRA02_blue_sm,2164SRA02,Size,2164SRA02_blue_sm,active,Maaji,SMALL,7702781040321,SMALL,180000,COP Price
2164SRA02_blue_md,2164SRA02,Size,2164SRA02_blue_md,active,Maaji,MEDIUM,7702781040338,MEDIUM,180000,COP Price
2164SRA02_blue_lg,2164SRA02,Size,2164SRA02_blue_lg,active,Maaji,LARGE,7702781040345,LARGE,180000,COP Price
2164SRA02_blue_xl,2164SRA02,Size,2164SRA02_blue_xl,active,Maaji,EXTRA LARGE,7702781040352,EXTRA LARGE,180000,COP Price
2167SFT01_red_sm,2167SFT01,Size,2167SFT01_red_sm,active,Maaji,SMALL,7702781032968,SMALL,115000,COP Price
2167SFT01_red_md,2167SFT01,Size,2167SFT01_red_md,active,Maaji,MEDIUM,7702781032975,MEDIUM,115000,COP Price
2167SFT01_red_lg,2167SFT01,Size,2167SFT01_red_lg,active,Maaji,LARGE,7702781032982,LARGE,115000,COP Price
2167SFT01_red_xl,2167SFT01,Size,2167SFT01_red_xl,active,Maaji,EXTRA LARGE,7702781032999,EXTRA LARGE,115000,COP Price
2169SBA01_red_sm,2169SBA01,Size,2169SBA01_red_sm,active,Maaji,SMALL,7702781035792,SMALL,125000,COP Price
2169SBA01_red_md,2169SBA01,Size,2169SBA01_red_md,active,Maaji,MEDIUM,7702781035808,MEDIUM,125000,COP Price
2169SBA01_red_lg,2169SBA01,Size,2169SBA01_red_lg,active,Maaji,LARGE,7702781035815,LARGE,125000,COP Price
2169SBA01_red_xl,2169SBA01,Size,2169SBA01_red_xl,active,Maaji,EXTRA LARGE,7702781035822,EXTRA LARGE,125000,COP Price
2170SSE01_red_sm,2170SSE01,Size,2170SSE01_red_sm,active,Maaji,SMALL,7702781033118,SMALL,115000,COP Price
2170SSE01_red_md,2170SSE01,Size,2170SSE01_red_md,active,Maaji,MEDIUM,7702781033125,MEDIUM,115000,COP Price
2170SSE01_red_lg,2170SSE01,Size,2170SSE01_red_lg,active,Maaji,LARGE,7702781033132,LARGE,115000,COP Price
2170SSE01_red_xl,2170SSE01,Size,2170SSE01_red_xl,active,Maaji,EXTRA LARGE,7702781033149,EXTRA LARGE,115000,COP Price
2171SFH01_brown_sm,2171SFH01,Size,2171SFH01_brown_sm,active,Maaji,SMALL,7702781036492,SMALL,135000,COP Price
2171SFH01_brown_md,2171SFH01,Size,2171SFH01_brown_md,active,Maaji,MEDIUM,7702781036508,MEDIUM,135000,COP Price
2171SFH01_brown_lg,2171SFH01,Size,2171SFH01_brown_lg,active,Maaji,LARGE,7702781036515,LARGE,135000,COP Price
2171SFH01_brown_xl,2171SFH01,Size,2171SFH01_brown_xl,active,Maaji,EXTRA LARGE,7702781036522,EXTRA LARGE,135000,COP Price
3047SFH03_red_sm,3047SFH03,Size,3047SFH03_red_sm,active,Maaji,SMALL,7702781036690,SMALL,135000,COP Price
3047SFH03_red_md,3047SFH03,Size,3047SFH03_red_md,active,Maaji,MEDIUM,7702781036706,MEDIUM,135000,COP Price
3047SFH03_red_lg,3047SFH03,Size,3047SFH03_red_lg,active,Maaji,LARGE,7702781036713,LARGE,135000,COP Price
3047SFH03_red_xl,3047SFH03,Size,3047SFH03_red_xl,active,Maaji,EXTRA LARGE,7702781036720,EXTRA LARGE,135000,COP Price
3059SFT02_red_sm,3059SFT02,Size,3059SFT02_red_sm,active,Maaji,SMALL,7702781032135,SMALL,115000,COP Price
3059SFT02_red_md,3059SFT02,Size,3059SFT02_red_md,active,Maaji,MEDIUM,7702781032142,MEDIUM,115000,COP Price
3059SFT02_red_lg,3059SFT02,Size,3059SFT02_red_lg,active,Maaji,LARGE,7702781032159,LARGE,115000,COP Price
3059SFT02_red_xl,3059SFT02,Size,3059SFT02_red_xl,active,Maaji,EXTRA LARGE,7702781032166,EXTRA LARGE,115000,COP Price
3060SFA03_brown_sm,3060SFA03,Size,3060SFA03_brown_sm,active,Maaji,SMALL,7702781036249,SMALL,135000,COP Price
3060SFA03_brown_md,3060SFA03,Size,3060SFA03_brown_md,active,Maaji,MEDIUM,7702781036256,MEDIUM,135000,COP Price
3060SFA03_brown_lg,3060SFA03,Size,3060SFA03_brown_lg,active,Maaji,LARGE,7702781036263,LARGE,135000,COP Price
3060SFA03_brown_xl,3060SFA03,Size,3060SFA03_brown_xl,active,Maaji,EXTRA LARGE,7702781036270,EXTRA LARGE,135000,COP Price
3061SSP01_brown_sm,3061SSP01,Size,3061SSP01_brown_sm,active,Maaji,SMALL,7702781036294,SMALL,125000,COP Price
3061SSP01_brown_md,3061SSP01,Size,3061SSP01_brown_md,active,Maaji,MEDIUM,7702781036300,MEDIUM,125000,COP Price
3061SSP01_brown_lg,3061SSP01,Size,3061SSP01_brown_lg,active,Maaji,LARGE,7702781036317,LARGE,125000,COP Price
3061SSP01_brown_xl,3061SSP01,Size,3061SSP01_brown_xl,active,Maaji,EXTRA LARGE,7702781036324,EXTRA LARGE,125000,COP Price
3062SBA01_red_sm,3062SBA01,Size,3062SBA01_red_sm,active,Maaji,SMALL,7702781039127,SMALL,125000,COP Price
3062SBA01_red_md,3062SBA01,Size,3062SBA01_red_md,active,Maaji,MEDIUM,7702781039134,MEDIUM,125000,COP Price
3062SBA01_red_lg,3062SBA01,Size,3062SBA01_red_lg,active,Maaji,LARGE,7702781039141,LARGE,125000,COP Price
3062SBA01_red_xl,3062SBA01,Size,3062SBA01_red_xl,active,Maaji,EXTRA LARGE,7702781039158,EXTRA LARGE,125000,COP Price
1483CCT02_red_sm,1483CCT02,Size,1483CCT02_red_sm,active,Maaji,SMALL,7702781029890,SMALL,120000,COP Price
1483CCT02_red_md,1483CCT02,Size,1483CCT02_red_md,active,Maaji,MEDIUM,7702781029906,MEDIUM,120000,COP Price
1483CCT02_red_lg,1483CCT02,Size,1483CCT02_red_lg,active,Maaji,LARGE,7702781029913,LARGE,120000,COP Price
1483CCT02_red_xl,1483CCT02,Size,1483CCT02_red_xl,active,Maaji,EXTRA LARGE,7702781029920,EXTRA LARGE,120000,COP Price
9086KST02_green_2_3k,9086KST02,Size,9086KST02_green_2_3k,active,Maaji,2_3KIDS,7702781037680,2_3KIDS,90000,COP Price
9086KST02_green_4_6k,9086KST02,Size,9086KST02_green_4_6k,active,Maaji,4_6KIDS,7702781037697,4_6KIDS,90000,COP Price
9086KST02_green_8_10k,9086KST02,Size,9086KST02_green_8_10k,active,Maaji,8_10KIDS,7702781037703,8_10KIDS,90000,COP Price
9086KST02_green_12_14k,9086KST02,Size,9086KST02_green_12_14k,active,Maaji,12_14KIDS,7702781037710,12_14KIDS,90000,COP Price
9086KST02_green_16_18k,9086KST02,Size,9086KST02_green_16_18k,active,Maaji,16_18KIDS,7702781037727,16_18KIDS,90000,COP Price
9086KST03_blue_2_3k,9086KST03,Size,9086KST03_blue_2_3k,active,Maaji,2_3KIDS,7702781037734,2_3KIDS,90000,COP Price
9086KST03_blue_4_6k,9086KST03,Size,9086KST03_blue_4_6k,active,Maaji,4_6KIDS,7702781037741,4_6KIDS,90000,COP Price
9086KST03_blue_8_10k,9086KST03,Size,9086KST03_blue_8_10k,active,Maaji,8_10KIDS,7702781037758,8_10KIDS,90000,COP Price
9086KST03_blue_12_14k,9086KST03,Size,9086KST03_blue_12_14k,active,Maaji,12_14KIDS,7702781037765,12_14KIDS,90000,COP Price
9086KST03_blue_16_18k,9086KST03,Size,9086KST03_blue_16_18k,active,Maaji,16_18KIDS,7702781037772,16_18KIDS,90000,COP Price
9088KST02_red_2_3k,9088KST02,Size,9088KST02_red_2_3k,active,Maaji,2_3KIDS,7702781038083,2_3KIDS,100000,COP Price
9088KST02_red_4_6k,9088KST02,Size,9088KST02_red_4_6k,active,Maaji,4_6KIDS,7702781038090,4_6KIDS,100000,COP Price
9088KST02_red_8_10k,9088KST02,Size,9088KST02_red_8_10k,active,Maaji,8_10KIDS,7702781038106,8_10KIDS,100000,COP Price
9088KST02_red_12_14k,9088KST02,Size,9088KST02_red_12_14k,active,Maaji,12_14KIDS,7702781038113,12_14KIDS,100000,COP Price
9088KST02_red_16_18K,9088KST02,Size,9088KST02_red_16_18K,active,Maaji,16_18KIDS,7702781038120,16_18KIDS,100000,COP Price
9088KST03_blue_2_3k,9088KST03,Size,9088KST03_blue_2_3k,active,Maaji,2_3KIDS,7702781038182,2_3KIDS,100000,COP Price
9088KST03_blue_4_6k,9088KST03,Size,9088KST03_blue_4_6k,active,Maaji,4_6KIDS,7702781038199,4_6KIDS,100000,COP Price
9088KST03_blue_8_10k,9088KST03,Size,9088KST03_blue_8_10k,active,Maaji,8_10KIDS,7702781038205,8_10KIDS,100000,COP Price
9088KST03_blue_12_14k,9088KST03,Size,9088KST03_blue_12_14k,active,Maaji,12_14KIDS,7702781038212,12_14KIDS,100000,COP Price
9088KST03_blue_16_18k,9088KST03,Size,9088KST03_blue_16_18k,active,Maaji,16_18KIDS,7702781038229,16_18KIDS,100000,COP Price
3083KKB03_red_2k,3083KKB03,Size,3083KKB03_red_2k,active,Maaji,2KIDS,7702781040925,2KIDS,115000,COP Price
3083KKB03_red_4k,3083KKB03,Size,3083KKB03_red_4k,active,Maaji,4KIDS,7702781040932,4KIDS,115000,COP Price
3083KKB03_red_6k,3083KKB03,Size,3083KKB03_red_6k,active,Maaji,6KIDS,7702781040949,6KIDS,115000,COP Price
3083KKB03_red_8k,3083KKB03,Size,3083KKB03_red_8k,active,Maaji,8KIDS,7702781040956,8KIDS,115000,COP Price
3083KKB03_red_10k,3083KKB03,Size,3083KKB03_red_10k,active,Maaji,10KIDS,7702781040963,10KIDS,115000,COP Price
3083KKB03_red_12k,3083KKB03,Size,3083KKB03_red_12k,active,Maaji,12KIDS,7702781040970,12KIDS,115000,COP Price
3083KKB03_red_14k,3083KKB03,Size,3083KKB03_red_14k,active,Maaji,14KIDS,7702781040987,14KIDS,115000,COP Price
3083KKB03_red_16k,3083KKB03,Size,3083KKB03_red_16k,active,Maaji,16KIDS,7702781040994,16KIDS,115000,COP Price
3090KKB02_red_2k,3090KKB02,Size,3090KKB02_red_2k,active,Maaji,2KIDS,7702781041007,2KIDS,125000,COP Price
3090KKB02_red_4k,3090KKB02,Size,3090KKB02_red_4k,active,Maaji,4KIDS,7702781041014,4KIDS,125000,COP Price
3090KKB02_red_6k,3090KKB02,Size,3090KKB02_red_6k,active,Maaji,6KIDS,7702781041021,6KIDS,125000,COP Price
3090KKB02_red_8k,3090KKB02,Size,3090KKB02_red_8k,active,Maaji,8KIDS,7702781041038,8KIDS,125000,COP Price
3090KKB02_red_10k,3090KKB02,Size,3090KKB02_red_10k,active,Maaji,10KIDS,7702781041045,10KIDS,125000,COP Price
3090KKB02_red_12k,3090KKB02,Size,3090KKB02_red_12k,active,Maaji,12KIDS,7702781041052,12KIDS,125000,COP Price
3090KKB02_red_14k,3090KKB02,Size,3090KKB02_red_14k,active,Maaji,14KIDS,7702781041069,14KIDS,125000,COP Price
3090KKB02_red_16k,3090KKB02,Size,3090KKB02_red_16k,active,Maaji,16KIDS,7702781041076,16KIDS,125000,COP Price
3080KKB03_blue_2k,3080KKB03,Size,3080KKB03_blue_2k,active,Maaji,2KIDS,7702781042509,2KIDS,125000,COP Price
3080KKB03_blue_4k,3080KKB03,Size,3080KKB03_blue_4k,active,Maaji,4KIDS,7702781042516,4KIDS,125000,COP Price
3080KKB03_blue_6k,3080KKB03,Size,3080KKB03_blue_6k,active,Maaji,6KIDS,7702781042523,6KIDS,125000,COP Price
3080KKB03_blue_8k,3080KKB03,Size,3080KKB03_blue_8k,active,Maaji,8KIDS,7702781042530,8KIDS,125000,COP Price
3080KKB03_blue_10k,3080KKB03,Size,3080KKB03_blue_10k,active,Maaji,10KIDS,7702781042547,10KIDS,125000,COP Price
3080KKB03_blue_12k,3080KKB03,Size,3080KKB03_blue_12k,active,Maaji,12KIDS,7702781042554,12KIDS,125000,COP Price
3080KKB03_blue_14k,3080KKB03,Size,3080KKB03_blue_14k,active,Maaji,14KIDS,7702781042561,14KIDS,125000,COP Price
3080KKB03_blue_16k,3080KKB03,Size,3080KKB03_blue_16k,active,Maaji,16KIDS,7702781042578,16KIDS,125000,COP Price
3094KKO01_red_2k,3094KKO01,Size,3094KKO01_red_2k,active,Maaji,2KIDS,7702781040765,2KIDS,140000,COP Price
3094KKO01_red_4k,3094KKO01,Size,3094KKO01_red_4k,active,Maaji,4KIDS,7702781040772,4KIDS,140000,COP Price
3094KKO01_red_6k,3094KKO01,Size,3094KKO01_red_6k,active,Maaji,6KIDS,7702781040789,6KIDS,140000,COP Price
3094KKO01_red_8k,3094KKO01,Size,3094KKO01_red_8k,active,Maaji,8KIDS,7702781040796,8KIDS,140000,COP Price
3094KKO01_red_10k,3094KKO01,Size,3094KKO01_red_10k,active,Maaji,10KIDS,7702781040802,10KIDS,140000,COP Price
3094KKO01_red_12k,3094KKO01,Size,3094KKO01_red_12k,active,Maaji,12KIDS,7702781040819,12KIDS,140000,COP Price
3094KKO01_red_14k,3094KKO01,Size,3094KKO01_red_14k,active,Maaji,14KIDS,7702781040826,14KIDS,140000,COP Price
3094KKO01_red_16k,3094KKO01,Size,3094KKO01_red_16k,active,Maaji,16KIDS,7702781040833,16KIDS,140000,COP Price
3102KKB01_red_2k,3102KKB01,Size,3102KKB01_red_2k,active,Maaji,2KIDS,7702781040840,2KIDS,140000,COP Price
3102KKB01_red_4k,3102KKB01,Size,3102KKB01_red_4k,active,Maaji,4KIDS,7702781040857,4KIDS,140000,COP Price
3102KKB01_red_6k,3102KKB01,Size,3102KKB01_red_6k,active,Maaji,6KIDS,7702781040864,6KIDS,140000,COP Price
3102KKB01_red_8k,3102KKB01,Size,3102KKB01_red_8k,active,Maaji,8KIDS,7702781040871,8KIDS,140000,COP Price
3102KKB01_red_10k,3102KKB01,Size,3102KKB01_red_10k,active,Maaji,10KIDS,7702781040888,10KIDS,140000,COP Price
3102KKB01_red_12k,3102KKB01,Size,3102KKB01_red_12k,active,Maaji,12KIDS,7702781040895,12KIDS,140000,COP Price
3102KKB01_red_14k,3102KKB01,Size,3102KKB01_red_14k,active,Maaji,14KIDS,7702781040901,14KIDS,140000,COP Price
3102KKB01_red_16k,3102KKB01,Size,3102KKB01_red_16k,active,Maaji,16KIDS,7702781040918,16KIDS,140000,COP Price
3095KKS01_red_2k,3095KKS01,Size,3095KKS01_red_2k,active,Maaji,2KIDS,7702781043322,2KIDS,95000,COP Price
3095KKS01_red_4k,3095KKS01,Size,3095KKS01_red_4k,active,Maaji,4KIDS,7702781043339,4KIDS,95000,COP Price
3095KKS01_red_6k,3095KKS01,Size,3095KKS01_red_6k,active,Maaji,6KIDS,7702781043346,6KIDS,95000,COP Price
